Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I
2.243863e+01,1.740067e-01,8.965896e+00,8.965896e+00,2.193428e+00,-1.500251e-01
2.253705e+01,1.630681e-01,8.785194e+00,8.785194e+00,2.173068e+00,-1.430177e-01
2.263546e+01,1.354111e-01,8.544307e+00,8.544307e+00,2.145265e+00,-1.666594e-01
2.273388e+01,1.504324e-01,8.308494e+00,8.308494e+00,2.117278e+00,-1.907794e-01
2.283229e+01,1.496159e-01,8.501302e+00,8.501302e+00,2.140219e+00,-1.867141e-01
2.293071e+01,1.405627e-01,8.373612e+00,8.373612e+00,2.125085e+00,-2.092389e-01
2.302912e+01,1.431268e-01,8.034440e+00,8.034440e+00,2.083737e+00,-2.119375e-01
2.312754e+01,1.657408e-01,7.730688e+00,7.730688e+00,2.045198e+00,-2.411767e-01
2.322595e+01,1.493617e-01,7.709940e+00,7.709940e+00,2.042510e+00,-2.864882e-01
2.332437e+01,1.748517e-01,7.325861e+00,7.325861e+00,1.991411e+00,-2.754779e-01
2.342278e+01,1.775826e-01,7.356797e+00,7.356797e+00,1.995625e+00,-2.691601e-01
2.352120e+01,1.910161e-01,7.006492e+00,7.006492e+00,1.946837e+00,-2.488515e-01
2.361961e+01,1.636093e-01,6.742882e+00,6.742882e+00,1.908487e+00,-2.651046e-01
2.371803e+01,1.688560e-01,6.758204e+00,6.758204e+00,1.910757e+00,-2.806785e-01
2.381644e+01,1.775768e-01,6.458401e+00,6.458401e+00,1.865382e+00,-3.070033e-01
2.391486e+01,1.579532e-01,6.506453e+00,6.506453e+00,1.872794e+00,-2.999336e-01
2.401327e+01,1.460938e-01,6.136531e+00,6.136531e+00,1.814260e+00,-2.840567e-01
2.411169e+01,1.634761e-01,5.817597e+00,5.817597e+00,1.760887e+00,-2.750229e-01
2.421010e+01,1.348124e-01,5.688721e+00,5.688721e+00,1.738485e+00,-2.569176e-01
2.430852e+01,1.769340e-01,5.580533e+00,5.580533e+00,1.719284e+00,-2.699468e-01
2.440693e+01,1.606877e-01,5.607949e+00,5.607949e+00,1.724185e+00,-2.472643e-01
2.450535e+01,1.519282e-01,5.508858e+00,5.508858e+00,1.706357e+00,-2.394641e-01
2.460376e+01,1.664498e-01,5.292969e+00,5.292969e+00,1.666379e+00,-2.504529e-01
2.470218e+01,1.559304e-01,5.033131e+00,5.033131e+00,1.616042e+00,-2.807075e-01
2.480059e+01,1.480869e-01,4.938987e+00,4.938987e+00,1.597160e+00,-3.508086e-01
2.489901e+01,1.434501e-01,4.852289e+00,4.852289e+00,1.579450e+00,-4.114748e-01
2.499742e+01,1.342166e-01,4.757521e+00,4.757521e+00,1.559727e+00,-4.350409e-01
2.509584e+01,1.249540e-01,4.522200e+00,4.522200e+00,1.508999e+00,-4.541058e-01
2.519425e+01,1.155615e-01,4.123926e+00,4.123926e+00,1.416806e+00,-4.801758e-01
2.529267e+01,1.351984e-01,3.853524e+00,3.853524e+00,1.348988e+00,-4.994936e-01
2.539108e+01,1.648983e-01,3.789529e+00,3.789529e+00,1.332242e+00,-5.285933e-01
2.548950e+01,1.467230e-01,3.652201e+00,3.652201e+00,1.295330e+00,-4.835117e-01
2.558791e+01,1.284986e-01,3.508357e+00,3.508357e+00,1.255148e+00,-4.093403e-01
2.568633e+01,1.254804e-01,3.315123e+00,3.315123e+00,1.198495e+00,-3.752989e-01
2.578474e+01,1.250412e-01,3.023833e+00,3.023833e+00,1.106525e+00,-3.919288e-01
2.588316e+01,1.161295e-01,3.072393e+00,3.072393e+00,1.122457e+00,-4.187425e-01
2.598157e+01,1.060525e-01,3.063299e+00,3.063299e+00,1.119493e+00,-4.544117e-01
2.607999e+01,9.973420e-02,2.939138e+00,2.939138e+00,1.078116e+00,-4.925342e-01
2.617840e+01,1.107570e-01,2.727577e+00,2.727577e+00,1.003414e+00,-5.034715e-01
2.627682e+01,9.081637e-02,2.516627e+00,2.516627e+00,9.229195e-01,-6.138368e-01
2.637524e+01,1.047662e-01,2.348216e+00,2.348216e+00,8.536558e-01,-7.960148e-01
2.647365e+01,9.853306e-02,2.203051e+00,2.203051e+00,7.898432e-01,-8.791411e-01
2.657207e+01,6.889237e-02,2.191235e+00,2.191235e+00,7.844652e-01,-8.841064e-01
2.667048e+01,5.051423e-02,1.913897e+00,1.913897e+00,6.491415e-01,-9.416854e-01
2.676890e+01,6.476925e-02,1.505115e+00,1.505115e+00,4.088693e-01,-9.307409e-01
2.686731e+01,6.221334e-02,1.462870e+00,1.462870e+00,3.804004e-01,-1.056806e+00
