Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I,Voltage_V,Resistance_Ohm
2.526268e+01,6.200173e-01,1.806284e+05,1.806284e+05,1.210420e+01,9.302558e-04,6.070182e+00,3.360591e+04
2.538128e+01,6.144800e-01,1.806842e+05,1.806842e+05,1.210451e+01,7.924777e-04,6.069970e+00,3.359435e+04
2.549988e+01,6.026054e-01,1.808066e+05,1.808066e+05,1.210518e+01,3.154766e-04,6.069515e+00,3.356911e+04
2.561849e+01,6.011658e-01,1.807252e+05,1.807252e+05,1.210473e+01,-3.793586e-04,6.069460e+00,3.358393e+04
2.573709e+01,5.845389e-01,1.807270e+05,1.807270e+05,1.210474e+01,-7.561657e-04,6.068824e+00,3.358006e+04
2.585570e+01,5.931631e-01,1.807090e+05,1.807090e+05,1.210464e+01,-1.178835e-03,6.069154e+00,3.358524e+04
2.597430e+01,5.962422e-01,1.805781e+05,1.805781e+05,1.210392e+01,-1.343849e-03,6.069272e+00,3.361023e+04
2.609290e+01,5.923244e-01,1.805800e+05,1.805800e+05,1.210393e+01,-9.507779e-04,6.069122e+00,3.360905e+04
2.621151e+01,5.991514e-01,1.805818e+05,1.805818e+05,1.210394e+01,-7.366095e-04,6.069383e+00,3.361015e+04
2.633011e+01,5.790410e-01,1.805837e+05,1.805837e+05,1.210395e+01,-6.012625e-04,6.068614e+00,3.360555e+04
2.644872e+01,5.912077e-01,1.805855e+05,1.805855e+05,1.210396e+01,-7.846723e-05,6.069079e+00,3.360778e+04
2.656732e+01,5.898780e-01,1.805874e+05,1.805874e+05,1.210397e+01,1.998894e-04,6.069029e+00,3.360716e+04
2.668592e+01,5.861629e-01,1.805768e+05,1.805768e+05,1.210391e+01,5.218944e-05,6.068886e+00,3.360834e+04
2.680453e+01,5.911273e-01,1.805121e+05,1.805121e+05,1.210355e+01,1.171679e-04,6.069076e+00,3.362144e+04
2.692313e+01,5.831764e-01,1.806054e+05,1.806054e+05,1.210407e+01,-2.729352e-04,6.068772e+00,3.360238e+04
2.704174e+01,5.762354e-01,1.806645e+05,1.806645e+05,1.210440e+01,-8.355025e-04,6.068507e+00,3.358992e+04
2.716034e+01,5.812597e-01,1.805469e+05,1.805469e+05,1.210375e+01,-1.431139e-03,6.068699e+00,3.361287e+04
2.727895e+01,5.832960e-01,1.806046e+05,1.806046e+05,1.210407e+01,-1.711828e-03,6.068777e+00,3.360256e+04
2.739755e+01,5.789444e-01,1.804618e+05,1.804618e+05,1.210327e+01,-2.298072e-03,6.068610e+00,3.362822e+04
2.751615e+01,5.642150e-01,1.803737e+05,1.803737e+05,1.210279e+01,-2.224193e-03,6.068047e+00,3.364152e+04
2.763476e+01,5.502361e-01,1.803079e+05,1.803079e+05,1.210242e+01,-1.036808e-03,6.067512e+00,3.365084e+04
2.775336e+01,5.382355e-01,1.803523e+05,1.803523e+05,1.210267e+01,-9.745297e-05,6.067053e+00,3.364001e+04
2.787197e+01,5.424865e-01,1.802790e+05,1.802790e+05,1.210226e+01,1.291126e-03,6.067215e+00,3.365459e+04
2.799057e+01,5.551821e-01,1.803160e+05,1.803160e+05,1.210247e+01,2.103176e-03,6.067701e+00,3.365038e+04
2.810917e+01,5.527906e-01,1.805273e+05,1.805273e+05,1.210364e+01,2.408761e-03,6.067610e+00,3.361048e+04
2.822778e+01,5.614641e-01,1.805603e+05,1.805603e+05,1.210382e+01,2.076375e-03,6.067941e+00,3.360617e+04
2.834638e+01,5.555460e-01,1.806358e+05,1.806358e+05,1.210424e+01,1.638004e-03,6.067715e+00,3.359087e+04
2.846499e+01,5.607125e-01,1.806370e+05,1.806370e+05,1.210424e+01,5.096402e-04,6.067913e+00,3.359176e+04
2.858359e+01,5.648743e-01,1.806283e+05,1.806283e+05,1.210420e+01,-1.062044e-03,6.068072e+00,3.359425e+04
2.870219e+01,5.576793e-01,1.805694e+05,1.805694e+05,1.210387e+01,-1.769683e-03,6.067797e+00,3.360369e+04
2.882080e+01,5.521331e-01,1.805451e+05,1.805451e+05,1.210374e+01,-1.933062e-03,6.067585e+00,3.360702e+04
2.893940e+01,5.356261e-01,1.804636e+05,1.804636e+05,1.210328e+01,-1.462989e-03,6.066953e+00,3.361872e+04
2.905801e+01,5.258650e-01,1.803211e+05,1.803211e+05,1.210249e+01,-9.199473e-04,6.066580e+00,3.364320e+04
2.917661e+01,5.174771e-01,1.803356e+05,1.803356e+05,1.210257e+01,-8.370328e-04,6.066259e+00,3.363872e+04
2.929522e+01,5.355500e-01,1.804211e+05,1.804211e+05,1.210305e+01,-1.355055e-03,6.066950e+00,3.362661e+04
2.941382e+01,5.433064e-01,1.804954e+05,1.804954e+05,1.210346e+01,-1.552549e-03,6.067247e+00,3.361442e+04
2.953242e+01,5.421317e-01,1.804823e+05,1.804823e+05,1.210339e+01,-1.299213e-03,6.067202e+00,3.361660e+04
2.965103e+01,5.298447e-01,1.803069e+05,1.803069e+05,1.210242e+01,-1.343414e-03,6.066732e+00,3.364670e+04
2.976963e+01,4.920453e-01,1.801074e+05,1.801074e+05,1.210131e+01,-9.107609e-04,6.065286e+00,3.367593e+04
2.988824e+01,5.026286e-01,1.801250e+05,1.801250e+05,1.210141e+01,-2.116159e-04,6.065691e+00,3.367490e+04
3.000684e+01,5.252790e-01,1.802664e+05,1.802664e+05,1.210219e+01,8.257468e-04,6.066557e+00,3.365329e+04
3.012544e+01,5.282900e-01,1.802996e+05,1.802996e+05,1.210238e+01,1.964162e-03,6.066672e+00,3.364773e+04
3.024405e+01,5.417002e-01,1.804291e+05,1.804291e+05,1.210309e+01,2.019992e-03,6.067185e+00,3.362642e+04
3.036265e+01,5.365296e-01,1.804311e+05,1.804311e+05,1.210310e+01,1.271198e-03,6.066988e+00,3.362495e+04
3.048126e+01,5.508455e-01,1.804494e+05,1.804494e+05,1.210321e+01,3.896199e-04,6.067535e+00,3.362458e+04
3.059986e+01,5.497086e-01,1.804867e+05,1.804867e+05,1.210341e+01,-1.655438e-04,6.067492e+00,3.361739e+04
3.071846e+01,5.357464e-01,1.803597e+05,1.803597e+05,1.210271e+01,-8.544121e-04,6.066958e+00,3.363811e+04
3.083707e+01,5.282809e-01,1.803642e+05,1.803642e+05,1.210273e+01,-9.938762e-04,6.066672e+00,3.363568e+04
3.095567e+01,5.228536e-01,1.803638e+05,1.803638e+05,1.210273e+01,-8.689168e-04,6.066464e+00,3.363460e+04
3.107428e+01,5.101941e-01,1.803514e+05,1.803514e+05,1.210266e+01,-8.103547e-04,6.065980e+00,3.363423e+04
3.119288e+01,5.087549e-01,1.802882e+05,1.802882e+05,1.210231e+01,-4.780990e-04,6.065925e+00,3.364571e+04
3.131149e+01,4.999025e-01,1.802997e+05,1.802997e+05,1.210238e+01,-4.819390e-04,6.065586e+00,3.364168e+04
3.143009e+01,4.938888e-01,1.803497e+05,1.803497e+05,1.210265e+01,-3.737373e-04,6.065356e+00,3.363108e+04
3.154869e+01,4.925782e-01,1.802852e+05,1.802852e+05,1.210230e+01,-2.039016e-05,6.065306e+00,3.364283e+04
3.166730e+01,4.994767e-01,1.802854e+05,1.802854e+05,1.210230e+01,2.860254e-04,6.065570e+00,3.364426e+04
3.178590e+01,4.901921e-01,1.802860e+05,1.802860e+05,1.210230e+01,3.382887e-04,6.065215e+00,3.364218e+04
3.190451e+01,4.996971e-01,1.802979e+05,1.802979e+05,1.210237e+01,3.394904e-04,6.065578e+00,3.364198e+04
3.202311e+01,4.946241e-01,1.803605e+05,1.803605e+05,1.210271e+01,3.071075e-04,6.065384e+00,3.362923e+04
3.214171e+01,4.898982e-01,1.803601e+05,1.803601e+05,1.210271e+01,3.459649e-05,6.065204e+00,3.362830e+04
3.226032e+01,4.837415e-01,1.803597e+05,1.803597e+05,1.210271e+01,-4.157280e-04,6.064968e+00,3.362706e+04
3.237892e+01,4.873211e-01,1.803468e+05,1.803468e+05,1.210264e+01,-7.666378e-04,6.065105e+00,3.363023e+04
3.249753e+01,4.703597e-01,1.802853e+05,1.802853e+05,1.210230e+01,-9.234832e-04,6.064456e+00,3.363810e+04
3.261613e+01,4.673974e-01,1.802728e+05,1.802728e+05,1.210223e+01,-1.222339e-03,6.064343e+00,3.363981e+04
3.273473e+01,4.653516e-01,1.802124e+05,1.802124e+05,1.210189e+01,-1.340397e-03,6.064265e+00,3.365064e+04
3.285334e+01,4.706985e-01,1.802253e+05,1.802253e+05,1.210196e+01,-1.188218e-03,6.064469e+00,3.364938e+04
3.297194e+01,4.742825e-01,1.802575e+05,1.802575e+05,1.210214e+01,-5.427911e-04,6.064606e+00,3.364413e+04
3.309055e+01,4.710786e-01,1.801238e+05,1.801238e+05,1.210140e+01,-2.532076e-04,6.064484e+00,3.366843e+04
3.320915e+01,4.661085e-01,1.801230e+05,1.801230e+05,1.210140e+01,8.193523e-05,6.064293e+00,3.366751e+04
3.332776e+01,4.454218e-01,1.801508e+05,1.801508e+05,1.210155e+01,2.531713e-04,6.063502e+00,3.365792e+04
3.344636e+01,4.420362e-01,1.802729e+05,1.802729e+05,1.210223e+01,4.489032e-04,6.063373e+00,3.363441e+04
3.356496e+01,4.390643e-01,1.802171e+05,1.802171e+05,1.210192e+01,8.013295e-04,6.063259e+00,3.364419e+04
3.368357e+01,4.284950e-01,1.802304e+05,1.802304e+05,1.210199e+01,9.865752e-04,6.062854e+00,3.363948e+04
3.380217e+01,4.404008e-01,1.802427e+05,1.802427e+05,1.210206e+01,8.925017e-04,6.063310e+00,3.363971e+04
3.392078e+01,4.409266e-01,1.802420e+05,1.802420e+05,1.210206e+01,3.091404e-04,6.063330e+00,3.363994e+04
3.403938e+01,4.366547e-01,1.802561e+05,1.802561e+05,1.210213e+01,3.709397e-05,6.063167e+00,3.363639e+04
3.415798e+01,4.420869e-01,1.803695e+05,1.803695e+05,1.210276e+01,-1.971012e-04,6.063374e+00,3.361641e+04
3.427659e+01,4.477665e-01,1.803422e+05,1.803422e+05,1.210261e+01,-5.607475e-04,6.063592e+00,3.362269e+04
3.439519e+01,4.366598e-01,1.802053e+05,1.802053e+05,1.210185e+01,-7.038804e-04,6.063167e+00,3.364588e+04
3.451380e+01,4.338542e-01,1.801662e+05,1.801662e+05,1.210163e+01,-1.076666e-03,6.063060e+00,3.365259e+04
3.463240e+01,4.241718e-01,1.802213e+05,1.802213e+05,1.210194e+01,-1.503893e-03,6.062689e+00,3.364024e+04
3.475100e+01,4.226982e-01,1.801644e+05,1.801644e+05,1.210162e+01,-1.496863e-03,6.062633e+00,3.365057e+04
3.486961e+01,4.357931e-01,1.802032e+05,1.802032e+05,1.210184e+01,-1.320902e-03,6.063134e+00,3.364610e+04
3.498821e+01,4.225454e-01,1.801206e+05,1.801206e+05,1.210138e+01,-1.469379e-03,6.062627e+00,3.365872e+04
3.510682e+01,4.208288e-01,1.800551e+05,1.800551e+05,1.210102e+01,-1.504888e-03,6.062561e+00,3.367059e+04
3.522542e+01,4.219250e-01,1.800025e+05,1.800025e+05,1.210073e+01,-9.064271e-04,6.062603e+00,3.368066e+04
3.534402e+01,4.276296e-01,1.799989e+05,1.799989e+05,1.210071e+01,-8.246260e-04,6.062821e+00,3.368254e+04
3.546263e+01,4.204825e-01,1.799802e+05,1.799802e+05,1.210060e+01,-4.102341e-04,6.062548e+00,3.368453e+04
3.558123e+01,4.176658e-01,1.800090e+05,1.800090e+05,1.210076e+01,4.361883e-06,6.062440e+00,3.367855e+04
3.569984e+01,4.171449e-01,1.801039e+05,1.801039e+05,1.210129e+01,2.773798e-04,6.062420e+00,3.366069e+04
3.581844e+01,4.147778e-01,1.799802e+05,1.799802e+05,1.210060e+01,5.695512e-04,6.062330e+00,3.368332e+04
3.593705e+01,4.130666e-01,1.799922e+05,1.799922e+05,1.210067e+01,7.460978e-04,6.062264e+00,3.368071e+04
3.605565e+01,4.222191e-01,1.800427e+05,1.800427e+05,1.210095e+01,7.820015e-04,6.062614e+00,3.367320e+04
3.617425e+01,4.160759e-01,1.800597e+05,1.800597e+05,1.210104e+01,8.983057e-04,6.062379e+00,3.366872e+04
3.629286e+01,4.149905e-01,1.801328e+05,1.801328e+05,1.210145e+01,1.002270e-03,6.062338e+00,3.365483e+04
3.641146e+01,4.179253e-01,1.801328e+05,1.801328e+05,1.210145e+01,4.523220e-04,6.062450e+00,3.365546e+04
3.653007e+01,4.237477e-01,1.801446e+05,1.801446e+05,1.210152e+01,-5.402770e-04,6.062673e+00,3.365448e+04
3.664867e+01,4.266074e-01,1.801755e+05,1.801755e+05,1.210169e+01,-1.498887e-03,6.062782e+00,3.364932e+04
3.676727e+01,4.287675e-01,1.800945e+05,1.800945e+05,1.210124e+01,-2.200016e-03,6.062865e+00,3.366491e+04
3.688588e+01,4.332942e-01,1.800373e+05,1.800373e+05,1.210092e+01,-2.311216e-03,6.063038e+00,3.367656e+04
3.700448e+01,4.235755e-01,1.798949e+05,1.798949e+05,1.210013e+01,-2.010361e-03,6.062666e+00,3.370116e+04
3.712309e+01,4.160543e-01,1.798184e+05,1.798184e+05,1.209970e+01,-1.365022e-03,6.062379e+00,3.371390e+04
3.724169e+01,4.205543e-01,1.798235e+05,1.798235e+05,1.209973e+01,-9.436163e-04,6.062551e+00,3.371390e+04
3.736029e+01,4.394334e-01,1.798620e+05,1.798620e+05,1.209995e+01,-8.456507e-04,6.063273e+00,3.371070e+04
3.747890e+01,4.405656e-01,1.799262e+05,1.799262e+05,1.210030e+01,-2.435084e-04,6.063316e+00,3.369890e+04
3.759750e+01,4.313732e-01,1.799701e+05,1.799701e+05,1.210055e+01,1.744533e-04,6.062965e+00,3.368874e+04
3.771611e+01,4.307315e-01,1.798163e+05,1.798163e+05,1.209969e+01,3.532430e-04,6.062940e+00,3.371742e+04
3.783471e+01,4.306124e-01,1.797242e+05,1.797242e+05,1.209918e+01,8.720008e-04,6.062936e+00,3.373467e+04
3.795332e+01,4.330646e-01,1.798643e+05,1.798643e+05,1.209996e+01,1.368794e-03,6.063029e+00,3.370892e+04
3.807192e+01,4.219750e-01,1.799400e+05,1.799400e+05,1.210038e+01,9.191063e-04,6.062605e+00,3.369236e+04
3.819052e+01,4.345566e-01,1.799705e+05,1.799705e+05,1.210055e+01,-5.020753e-04,6.063086e+00,3.368934e+04
3.830913e+01,4.090633e-01,1.801110e+05,1.801110e+05,1.210133e+01,-3.031381e-03,6.062111e+00,3.365763e+04
3.842773e+01,3.977902e-01,1.801277e+05,1.801277e+05,1.210142e+01,-5.498038e-03,6.061680e+00,3.365212e+04
3.854634e+01,3.789759e-01,1.798108e+05,1.798108e+05,1.209966e+01,-6.265413e-03,6.060960e+00,3.370743e+04
3.866494e+01,3.633686e-01,1.794168e+05,1.794168e+05,1.209747e+01,-5.546743e-03,6.060363e+00,3.377812e+04
3.878354e+01,3.350332e-01,1.791170e+05,1.791170e+05,1.209579e+01,-3.753957e-03,6.059279e+00,3.382861e+04
3.890215e+01,3.495044e-01,1.790772e+05,1.790772e+05,1.209557e+01,-6.521009e-04,6.059833e+00,3.383922e+04
3.902075e+01,3.682163e-01,1.792828e+05,1.792828e+05,1.209672e+01,2.965189e-03,6.060548e+00,3.380440e+04
3.913936e+01,3.828547e-01,1.795175e+05,1.795175e+05,1.209803e+01,5.580730e-03,6.061108e+00,3.376334e+04
3.925796e+01,3.819671e-01,1.797171e+05,1.797171e+05,1.209914e+01,6.423326e-03,6.061074e+00,3.372563e+04
3.937656e+01,3.721199e-01,1.798971e+05,1.798971e+05,1.210014e+01,5.451631e-03,6.060698e+00,3.368981e+04
3.949517e+01,3.975825e-01,1.799878e+05,1.799878e+05,1.210064e+01,3.994893e-03,6.061672e+00,3.367824e+04
3.961377e+01,3.919885e-01,1.800283e+05,1.800283e+05,1.210087e+01,2.800700e-03,6.061458e+00,3.366948e+04
3.973238e+01,3.867765e-01,1.800084e+05,1.800084e+05,1.210076e+01,1.843898e-03,6.061258e+00,3.367208e+04
3.985098e+01,3.802219e-01,1.799519e+05,1.799519e+05,1.210044e+01,1.641508e-03,6.061008e+00,3.368127e+04
3.996959e+01,3.702168e-01,1.800558e+05,1.800558e+05,1.210102e+01,2.025160e-03,6.060625e+00,3.365970e+04
4.008819e+01,3.664219e-01,1.801270e+05,1.801270e+05,1.210142e+01,2.666688e-03,6.060480e+00,3.364560e+04
4.020679e+01,3.674032e-01,1.801201e+05,1.801201e+05,1.210138e+01,3.093996e-03,6.060517e+00,3.364709e+04
4.032540e+01,3.727746e-01,1.802625e+05,1.802625e+05,1.210217e+01,2.538340e-03,6.060723e+00,3.362165e+04
4.044400e+01,3.862131e-01,1.803616e+05,1.803616e+05,1.210272e+01,7.617924e-04,6.061237e+00,3.360604e+04
4.056261e+01,3.923001e-01,1.804469e+05,1.804469e+05,1.210319e+01,-1.171692e-03,6.061470e+00,3.359143e+04
4.068121e+01,3.808531e-01,1.804424e+05,1.804424e+05,1.210317e+01,-2.696866e-03,6.061032e+00,3.358985e+04
4.079981e+01,3.731004e-01,1.802554e+05,1.802554e+05,1.210213e+01,-4.056497e-03,6.060735e+00,3.362304e+04
4.091842e+01,3.793622e-01,1.799967e+05,1.799967e+05,1.210069e+01,-4.361748e-03,6.060975e+00,3.367271e+04
4.103702e+01,3.833562e-01,1.798278e+05,1.798278e+05,1.209975e+01,-4.097704e-03,6.061128e+00,3.370518e+04
4.115563e+01,3.822198e-01,1.798126e+05,1.798126e+05,1.209967e+01,-3.537365e-03,6.061084e+00,3.370778e+04
4.127423e+01,3.663647e-01,1.797956e+05,1.797956e+05,1.209958e+01,-2.698971e-03,6.060478e+00,3.370760e+04
4.139283e+01,3.336043e-01,1.798742e+05,1.798742e+05,1.210001e+01,-2.187670e-03,6.059224e+00,3.368590e+04
4.151144e+01,3.185693e-01,1.798359e+05,1.798359e+05,1.209980e+01,-2.223948e-03,6.058649e+00,3.368987e+04
4.163004e+01,3.201819e-01,1.796932e+05,1.796932e+05,1.209901e+01,-2.368378e-03,6.058711e+00,3.371698e+04
4.174865e+01,3.113686e-01,1.795997e+05,1.795997e+05,1.209849e+01,-1.785141e-03,6.058374e+00,3.373265e+04
4.186725e+01,3.100412e-01,1.795178e+05,1.795178e+05,1.209803e+01,-1.195232e-03,6.058323e+00,3.374776e+04
4.198586e+01,3.059538e-01,1.794812e+05,1.794812e+05,1.209783e+01,-5.196439e-04,6.058166e+00,3.375376e+04
4.210446e+01,3.243182e-01,1.795286e+05,1.795286e+05,1.209809e+01,4.260988e-04,6.058869e+00,3.374876e+04
4.222306e+01,3.328352e-01,1.797053e+05,1.797053e+05,1.209907e+01,8.785378e-04,6.059195e+00,3.371739e+04
4.234167e+01,3.340301e-01,1.797019e+05,1.797019e+05,1.209905e+01,1.334070e-03,6.059241e+00,3.371829e+04
4.246027e+01,3.214699e-01,1.796077e+05,1.796077e+05,1.209853e+01,1.291601e-03,6.058760e+00,3.373330e+04
4.257888e+01,3.004926e-01,1.796752e+05,1.796752e+05,1.209891e+01,9.306068e-04,6.057958e+00,3.371615e+04
4.269748e+01,3.054121e-01,1.796558e+05,1.796558e+05,1.209880e+01,3.457005e-04,6.058146e+00,3.372086e+04
4.281608e+01,3.072745e-01,1.797642e+05,1.797642e+05,1.209940e+01,6.097598e-04,6.058217e+00,3.370090e+04
4.293469e+01,3.262730e-01,1.797487e+05,1.797487e+05,1.209931e+01,8.458063e-04,6.058944e+00,3.370786e+04
4.305329e+01,3.257391e-01,1.797503e+05,1.797503e+05,1.209932e+01,4.014845e-04,6.058923e+00,3.370744e+04
4.317190e+01,3.139832e-01,1.796867e+05,1.796867e+05,1.209897e+01,-3.532857e-04,6.058474e+00,3.371687e+04
4.329050e+01,3.092506e-01,1.797767e+05,1.797767e+05,1.209947e+01,-1.243626e-03,6.058293e+00,3.369898e+04
4.340910e+01,3.100997e-01,1.797900e+05,1.797900e+05,1.209954e+01,-1.694481e-03,6.058325e+00,3.369668e+04
4.352771e+01,3.001658e-01,1.797122e+05,1.797122e+05,1.209911e+01,-1.654578e-03,6.057945e+00,3.370915e+04
4.364631e+01,2.999070e-01,1.795547e+05,1.795547e+05,1.209823e+01,-1.245926e-03,6.057935e+00,3.373867e+04
4.376492e+01,2.873706e-01,1.795056e+05,1.795056e+05,1.209796e+01,-8.395299e-04,6.057456e+00,3.374522e+04
4.388352e+01,2.928394e-01,1.794729e+05,1.794729e+05,1.209778e+01,-1.915004e-04,6.057665e+00,3.375253e+04
4.400213e+01,2.904129e-01,1.795763e+05,1.795763e+05,1.209836e+01,3.036690e-04,6.057572e+00,3.373257e+04
4.412073e+01,3.034989e-01,1.796490e+05,1.796490e+05,1.209876e+01,5.320557e-04,6.058073e+00,3.372171e+04
4.423933e+01,2.987623e-01,1.797024e+05,1.797024e+05,1.209906e+01,-6.644503e-05,6.057891e+00,3.371068e+04
4.435794e+01,3.073882e-01,1.796711e+05,1.796711e+05,1.209888e+01,-7.134303e-04,6.058221e+00,3.371839e+04
4.447654e+01,3.041318e-01,1.795794e+05,1.795794e+05,1.209837e+01,-1.442987e-03,6.058097e+00,3.373492e+04
4.459515e+01,2.930490e-01,1.795387e+05,1.795387e+05,1.209815e+01,-1.474418e-03,6.057673e+00,3.374021e+04
4.471375e+01,2.906163e-01,1.794280e+05,1.794280e+05,1.209753e+01,-1.192968e-03,6.057580e+00,3.376050e+04
4.483235e+01,2.996033e-01,1.794422e+05,1.794422e+05,1.209761e+01,-6.405662e-04,6.057924e+00,3.375974e+04
4.495096e+01,2.955767e-01,1.794408e+05,1.794408e+05,1.209760e+01,-1.498254e-04,6.057769e+00,3.375915e+04
4.506956e+01,2.952984e-01,1.795265e+05,1.795265e+05,1.209808e+01,5.233163e-05,6.057759e+00,3.374298e+04
4.518817e+01,2.988198e-01,1.795232e+05,1.795232e+05,1.209806e+01,-2.648699e-05,6.057894e+00,3.374436e+04
4.530677e+01,2.993871e-01,1.795115e+05,1.795115e+05,1.209799e+01,-4.334434e-04,6.057915e+00,3.374666e+04
4.542537e+01,2.907961e-01,1.794832e+05,1.794832e+05,1.209784e+01,-6.437978e-04,6.057587e+00,3.375015e+04
4.554398e+01,2.866555e-01,1.794587e+05,1.794587e+05,1.209770e+01,-5.207349e-04,6.057428e+00,3.375388e+04
4.566258e+01,2.957997e-01,1.793897e+05,1.793897e+05,1.209732e+01,-3.068270e-04,6.057778e+00,3.376881e+04
4.578119e+01,3.016155e-01,1.793860e+05,1.793860e+05,1.209730e+01,-3.793071e-04,6.058000e+00,3.377075e+04
4.589979e+01,3.013950e-01,1.794205e+05,1.794205e+05,1.209749e+01,-5.997283e-04,6.057992e+00,3.376421e+04
4.601839e+01,2.893769e-01,1.795233e+05,1.795233e+05,1.209806e+01,-1.171836e-03,6.057532e+00,3.374231e+04
4.613700e+01,2.787136e-01,1.794659e+05,1.794659e+05,1.209774e+01,-1.502674e-03,6.057124e+00,3.375084e+04
4.625560e+01,2.696437e-01,1.793635e+05,1.793635e+05,1.209717e+01,-1.930907e-03,6.056777e+00,3.376818e+04
4.637421e+01,2.621010e-01,1.792909e+05,1.792909e+05,1.209676e+01,-2.627038e-03,6.056489e+00,3.378024e+04
4.649281e+01,2.634666e-01,1.791590e+05,1.791590e+05,1.209603e+01,-3.283828e-03,6.056541e+00,3.380540e+04
4.661142e+01,2.605543e-01,1.791855e+05,1.791855e+05,1.209618e+01,-3.057428e-03,6.056430e+00,3.379978e+04
4.673002e+01,2.636647e-01,1.791723e+05,1.791723e+05,1.209610e+01,-2.269545e-03,6.056549e+00,3.380293e+04
4.684862e+01,2.543762e-01,1.790372e+05,1.790372e+05,1.209535e+01,-1.406365e-03,6.056193e+00,3.382645e+04
4.696723e+01,2.594526e-01,1.789196e+05,1.789196e+05,1.209469e+01,-5.073392e-04,6.056387e+00,3.384976e+04
4.708583e+01,2.671736e-01,1.789476e+05,1.789476e+05,1.209485e+01,3.604781e-04,6.056683e+00,3.384612e+04
4.720444e+01,2.572286e-01,1.790543e+05,1.790543e+05,1.209544e+01,1.307251e-03,6.056302e+00,3.382383e+04
4.732304e+01,2.666837e-01,1.791033e+05,1.791033e+05,1.209572e+01,2.144520e-03,6.056664e+00,3.381660e+04
4.744164e+01,2.731155e-01,1.791403e+05,1.791403e+05,1.209592e+01,2.418367e-03,6.056910e+00,3.381098e+04
4.756025e+01,2.821183e-01,1.792576e+05,1.792576e+05,1.209658e+01,2.018855e-03,6.057255e+00,3.379078e+04
4.767885e+01,2.797993e-01,1.792743e+05,1.792743e+05,1.209667e+01,1.301545e-03,6.057166e+00,3.378714e+04
4.779746e+01,2.812636e-01,1.792781e+05,1.792781e+05,1.209669e+01,4.054277e-04,6.057222e+00,3.378673e+04
4.791606e+01,2.695396e-01,1.792939e+05,1.792939e+05,1.209678e+01,-3.494301e-04,6.056773e+00,3.378127e+04
4.803466e+01,2.718696e-01,1.792905e+05,1.792905e+05,1.209676e+01,-9.397038e-04,6.056862e+00,3.378239e+04
4.815327e+01,2.624729e-01,1.792469e+05,1.792469e+05,1.209652e+01,-1.068423e-03,6.056503e+00,3.378860e+04
4.827187e+01,2.534068e-01,1.791313e+05,1.791313e+05,1.209587e+01,-1.116018e-03,6.056156e+00,3.380848e+04
4.839048e+01,2.614074e-01,1.791343e+05,1.791343e+05,1.209589e+01,-1.256407e-03,6.056462e+00,3.380962e+04
4.850908e+01,2.683580e-01,1.791482e+05,1.791482e+05,1.209597e+01,-9.272787e-04,6.056728e+00,3.380848e+04
4.862769e+01,2.634819e-01,1.791507e+05,1.791507e+05,1.209598e+01,-4.970212e-04,6.056542e+00,3.380697e+04
4.874629e+01,2.567070e-01,1.791290e+05,1.791290e+05,1.209586e+01,-2.344503e-04,6.056282e+00,3.380962e+04
4.886489e+01,2.650145e-01,1.790584e+05,1.790584e+05,1.209547e+01,-6.160748e-04,6.056600e+00,3.382473e+04
4.898350e+01,2.641110e-01,1.791334e+05,1.791334e+05,1.209589e+01,-9.059322e-04,6.056566e+00,3.381037e+04
4.910210e+01,2.707649e-01,1.791297e+05,1.791297e+05,1.209587e+01,-1.079789e-03,6.056820e+00,3.381249e+04
4.922071e+01,2.583102e-01,1.790905e+05,1.790905e+05,1.209565e+01,-1.223401e-03,6.056344e+00,3.381722e+04
4.933931e+01,2.555533e-01,1.789907e+05,1.789907e+05,1.209509e+01,-1.605647e-03,6.056238e+00,3.383549e+04
4.945791e+01,2.679583e-01,1.789810e+05,1.789810e+05,1.209503e+01,-1.960688e-03,6.056713e+00,3.383998e+04
4.957652e+01,2.542450e-01,1.789623e+05,1.789623e+05,1.209493e+01,-1.568732e-03,6.056188e+00,3.384059e+04
4.969512e+01,2.568949e-01,1.789223e+05,1.789223e+05,1.209471e+01,-1.210975e-03,6.056290e+00,3.384871e+04
4.981373e+01,2.541480e-01,1.788164e+05,1.788164e+05,1.209412e+01,-1.186936e-03,6.056185e+00,3.386816e+04
4.993233e+01,2.480293e-01,1.788352e+05,1.788352e+05,1.209422e+01,-1.251820e-03,6.055950e+00,3.386331e+04
5.005093e+01,2.501702e-01,1.789235e+05,1.789235e+05,1.209471e+01,-8.350448e-04,6.056032e+00,3.384706e+04
5.016954e+01,2.416294e-01,1.788648e+05,1.788648e+05,1.209439e+01,-1.893353e-04,6.055706e+00,3.385634e+04
5.028814e+01,2.402258e-01,1.787413e+05,1.787413e+05,1.209369e+01,6.842688e-04,6.055652e+00,3.387942e+04
5.040675e+01,2.450161e-01,1.787504e+05,1.787504e+05,1.209375e+01,9.350180e-04,6.055835e+00,3.387872e+04
5.052535e+01,2.458937e-01,1.788557e+05,1.788557e+05,1.209433e+01,4.183657e-04,6.055869e+00,3.385897e+04
5.064396e+01,2.401699e-01,1.789206e+05,1.789206e+05,1.209470e+01,-4.371310e-04,6.055650e+00,3.384546e+04
