Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I
9.526582e+00,8.474253e-01,-3.378470e-02,3.378470e-02,-3.387747e+00,-7.231731e-01
9.597676e+00,8.021304e-01,-8.821220e-04,8.821220e-04,-7.033180e+00,-2.497862e+00
9.668770e+00,7.966626e-01,3.086918e-03,3.086918e-03,-5.780582e+00,-1.494835e+00
9.739864e+00,8.601544e-01,-1.233892e-02,1.233892e-02,-4.394997e+00,2.206534e-01
9.810958e+00,9.141209e-01,-1.832987e-02,1.832987e-02,-3.999224e+00,2.771464e+00
9.882052e+00,8.622768e-01,3.715825e-03,3.715825e-03,-5.595154e+00,4.618905e+00
9.953145e+00,8.904199e-01,2.478548e-02,2.478548e-02,-3.697497e+00,1.122301e+00
1.002424e+01,5.681435e-01,1.500951e-02,1.500951e-02,-4.199071e+00,1.075792e+00
1.009533e+01,6.294405e-01,-3.690825e-02,3.690825e-02,-3.299320e+00,1.977589e+00
1.016643e+01,8.222557e-01,-1.589292e-02,1.589292e-02,-4.141881e+00,2.227100e+00
1.023752e+01,7.177383e-01,4.200464e-03,4.200464e-03,-5.472560e+00,1.505762e+00
1.030861e+01,5.605889e-01,5.135763e-02,5.135763e-02,-2.968942e+00,2.230952e+00
1.037971e+01,7.608970e-01,5.045205e-02,5.045205e-02,-2.986732e+00,-6.066598e-01
1.045080e+01,6.884517e-01,-2.181876e-02,2.181876e-02,-3.824985e+00,-6.573691e-01
1.052190e+01,9.536133e-01,-5.949676e-02,5.949676e-02,-2.821834e+00,-2.358879e-01
1.059299e+01,6.131901e-01,-5.192342e-02,5.192342e-02,-2.957985e+00,-3.023946e+00
1.066408e+01,6.675035e-01,2.617484e-03,2.617484e-03,-5.945542e+00,-2.423050e+00
1.073518e+01,8.318350e-01,-1.072828e-02,1.072828e-02,-4.534872e+00,-6.795113e-01
1.080627e+01,5.960324e-01,-3.736539e-02,3.736539e-02,-3.287010e+00,5.262175e-02
1.087737e+01,7.354854e-01,-7.965590e-03,7.965590e-03,-4.832624e+00,-2.162086e-01
