Distance,SEM_norm,I_raw,abs_I,ln_abs_I,deriv_ln_I
1.831743e+01,9.716889e-02,-6.413444e+04,6.413444e+04,1.106874e+01,8.737024e-04
1.843485e+01,9.599601e-02,-6.414713e+04,6.414713e+04,1.106893e+01,1.679824e-03
1.855227e+01,8.811821e-02,-6.411237e+04,6.411237e+04,1.106839e+01,1.037485e-03
1.866969e+01,9.668713e-02,-6.406339e+04,6.406339e+04,1.106763e+01,-3.111944e-04
1.878710e+01,1.074171e-01,-6.415296e+04,6.415296e+04,1.106903e+01,-5.485762e-04
1.890452e+01,1.254714e-01,-6.412338e+04,6.412338e+04,1.106856e+01,-2.515547e-04
1.902194e+01,1.128601e-01,-6.402683e+04,6.402683e+04,1.106706e+01,-5.005154e-04
1.913936e+01,1.097659e-01,-6.406778e+04,6.406778e+04,1.106770e+01,-7.951459e-04
1.925678e+01,1.036125e-01,-6.415982e+04,6.415982e+04,1.106913e+01,-1.474746e-03
1.937420e+01,9.236355e-02,-6.411249e+04,6.411249e+04,1.106839e+01,-1.077830e-03
1.949162e+01,9.703829e-02,-6.402954e+04,6.402954e+04,1.106710e+01,-6.917209e-04
1.960904e+01,9.902650e-02,-6.403841e+04,6.403841e+04,1.106724e+01,-1.218954e-03
1.972646e+01,1.063640e-01,-6.403768e+04,6.403768e+04,1.106723e+01,-1.347761e-03
1.984388e+01,1.136354e-01,-6.404084e+04,6.404084e+04,1.106728e+01,-4.199638e-04
1.996130e+01,1.136599e-01,-6.404853e+04,6.404853e+04,1.106740e+01,2.280445e-04
2.007872e+01,1.164942e-01,-6.404744e+04,6.404744e+04,1.106738e+01,1.280596e-04
2.019614e+01,1.012250e-01,-6.404634e+04,6.404634e+04,1.106736e+01,1.118916e-04
2.031356e+01,8.903529e-02,-6.404525e+04,6.404525e+04,1.106735e+01,-6.912072e-06
2.043098e+01,8.792239e-02,-6.404415e+04,6.404415e+04,1.106733e+01,2.935650e-04
2.054840e+01,9.323842e-02,-6.404634e+04,6.404634e+04,1.106736e+01,1.039155e-03
2.066582e+01,1.077260e-01,-6.404891e+04,6.404891e+04,1.106740e+01,6.990826e-04
2.078323e+01,1.099430e-01,-6.404087e+04,6.404087e+04,1.106728e+01,3.355212e-04
2.090065e+01,1.246612e-01,-6.408503e+04,6.408503e+04,1.106797e+01,-6.902401e-05
2.101807e+01,1.200095e-01,-6.413672e+04,6.413672e+04,1.106877e+01,-4.527480e-04
2.113549e+01,1.143794e-01,-6.403759e+04,6.403759e+04,1.106723e+01,-7.801012e-04
2.125291e+01,1.160314e-01,-6.403384e+04,6.403384e+04,1.106717e+01,-1.040374e-03
2.137033e+01,1.142749e-01,-6.402746e+04,6.402746e+04,1.106707e+01,-1.343822e-03
2.148775e+01,1.257241e-01,-6.402673e+04,6.402673e+04,1.106706e+01,-1.145960e-03
2.160517e+01,1.272915e-01,-6.402600e+04,6.402600e+04,1.106704e+01,-2.589934e-04
2.172259e+01,1.168193e-01,-6.402527e+04,6.402527e+04,1.106703e+01,2.460542e-04
2.184001e+01,1.182087e-01,-6.402454e+04,6.402454e+04,1.106702e+01,1.509435e-03
